id,source,target,size
56562,56441,11728,1
56563,56442,11728,1
56564,56443,11728,1
56565,56444,11728,1
56566,56445,11728,1
56567,56446,11728,1
56568,56447,56888,1
56569,56448,56888,1
56570,56449,56888,1
56571,56450,56801,1
56572,56451,56450,1
56573,56452,56451,1
56574,56453,56451,1
56575,56454,56450,1
56576,56455,56687,1
56577,56456,56813,1
56578,56457,31740,1
56579,56458,57012,1
56580,56459,57012,1
56581,56460,56796,1
56582,56461,56796,1
56583,56462,56796,1
56584,56463,57012,1
56585,56464,56458,1
56586,56465,56758,1
56587,56466,57007,1
56588,56467,56790,1
56589,56468,56478,1
56590,56469,56592,1
56591,56470,56592,1
56592,56471,56472,1
56593,56472,56592,1
56594,56473,56472,1
56595,56474,56472,1
56596,56475,56472,1
56597,56476,57176,1
56598,56477,56790,1
56599,56478,56899,1
56600,56479,56478,1
56601,56480,56481,1
56602,56481,57085,1
56603,56482,56483,1
56604,56483,56592,1
56605,56484,57034,1
56606,56485,57034,1
56607,56486,56539,1
56608,56487,57084,1
56609,56488,56481,1
56610,56489,57084,1
56611,56490,56493,1
56612,56491,56796,1
56613,56492,56491,1
56614,56493,57084,1
56616,56494,11728,1
56615,56494,11731,1
56617,56495,57084,1
56618,56496,57084,1
56619,56497,56552,1
56620,56498,56552,1
56621,56499,57084,1
56622,56500,56458,1
56623,56501,57084,1
56624,56502,57084,1
56625,56503,57084,1
56626,56504,56487,1
56627,56505,57085,1
56628,56506,57133,1
56629,56507,56796,1
56630,56508,56652,1
56631,56509,56796,1
56632,56510,60693,1
56633,56511,56614,1
56634,56512,56796,1
56635,56513,56612,1
56636,56514,56796,1
56637,56515,57309,1
56638,56516,56515,1
56639,56517,57309,1
56640,56518,56517,1
56641,56519,56518,1
56642,56520,57309,1
56644,56521,53956,1
56643,56521,56796,1
56645,56522,56796,1
56646,56523,57255,1
56647,56524,57255,1
56648,56525,56524,1
56649,56526,56524,1
56650,56527,57255,1
56651,56528,57012,1
56652,56529,57034,1
56653,56530,56529,1
56654,56531,56529,1
56655,56532,56529,1
56656,56533,56529,1
56657,56534,56529,1
56658,56535,56529,1
56659,56536,11728,1
56660,56537,56536,1
56661,56538,57084,1
56662,56539,57084,1
56663,56540,56539,1
56664,56541,56652,1
56665,56542,57238,1
56666,56543,56529,1
56667,56544,57217,1
56668,56545,56544,1
56669,56546,56544,1
56670,56547,56546,1
56671,56548,56550,1
56672,56549,56550,1
56673,56550,57084,1
56674,56551,56550,1
56675,56552,56765,1
56676,56553,56552,1
56677,56554,56552,1
56678,56555,56687,1
56679,56556,56796,1
56680,56557,56796,1
56681,56558,56557,1
56682,56559,56558,1
56683,56560,56553,1
56684,56561,56553,1
56685,56562,56553,1
56686,56563,56553,1
56687,56564,56553,1
56688,56565,56564,1
56689,56566,56552,1
56690,56567,56552,1
56691,56568,56552,1
56692,56569,39346,1
56693,56570,56889,1
56694,56571,57176,1
56695,56572,56598,1
56696,56573,56775,1
56697,56574,57085,1
56698,56575,57255,1
56699,56576,57054,1
56700,56577,56751,1
56701,56578,56481,1
56702,56579,56652,1
56703,56580,56598,1
56704,56581,57012,1
56705,56582,57198,1
56706,56583,57198,1
56707,56584,57190,1
56708,56585,57176,1
56709,56586,56771,1
56710,56587,57155,1
56711,56588,56796,1
56712,56589,56796,1
56713,56590,56796,1
56714,56591,56806,1
56715,56592,57034,1
56716,56593,56592,1
56717,56594,56593,1
56718,56595,56593,1
56719,56596,57217,1
56720,56597,57176,1
56721,56598,57034,1
56722,56599,56602,1
56723,56600,56598,1
56724,56601,56600,1
56725,56602,56598,1
56726,56603,56602,1
56727,56604,56602,1
56728,56605,57034,1
56729,56606,56481,1
56730,56607,56606,1
56731,56608,56606,1
56732,56609,56598,1
56733,56610,56598,1
56734,56611,56606,1
56735,56612,57063,1
56736,56613,57266,1
56737,56614,56687,1
56738,56615,56614,1
56739,56616,56615,1
56740,56617,56615,1
56741,56618,57238,1
56742,56619,56614,1
56743,56620,57157,1
56744,56621,56619,1
56745,56622,57266,1
56746,56623,56622,1
56747,56624,55174,1
56748,56625,56624,1
56749,56626,56624,1
56750,56627,56624,1
56751,56628,56455,1
56752,56629,56455,1
56753,56630,56455,1
56754,56631,56884,1
56755,56632,57255,1
56756,56633,56796,1
56757,56634,56455,1
56758,56635,56796,1
56759,56636,56635,1
56760,56637,57011,1
56761,56638,57195,1
56762,56639,56801,1
56763,56640,56687,1
56764,56641,56606,1
56765,56642,56606,1
56766,56643,56642,1
56767,56644,56606,1
56768,56645,57034,1
56769,56646,56539,1
56770,56647,56609,1
56771,56648,57034,1
56772,56649,56481,1
56773,56650,56481,1
56774,56651,56805,1
56775,56652,56455,1
56776,56653,57084,1
56777,56654,56455,1
56778,56655,56455,1
56779,56656,57155,1
56780,56657,57155,1
56781,56658,57011,1
56782,56659,56888,1
56783,56660,56888,1
56784,56661,56888,1
56785,56662,57034,1
56786,56663,57156,1
56787,56664,56592,1
56788,56665,56663,1
56789,56666,56665,1
56790,56667,56455,1
56791,56668,56483,1
56792,56669,56687,1
56793,56670,56614,1
56794,56671,56669,1
56795,56672,56669,1
56796,56673,56671,1
56797,56674,57176,1
56798,56675,56873,1
56799,56676,56873,1
56800,56677,56873,1
56801,56678,56873,1
56802,56679,56873,1
56803,56680,56681,1
56804,56681,56873,1
56805,56682,56481,1
56806,56683,56681,1
56807,56684,57085,1
56808,56685,57085,1
56809,56686,57085,1
56810,56687,57085,1
56811,56688,56687,1
56812,56689,56455,1
56813,56690,56687,1
56814,56691,56690,1
56815,56692,56614,1
56816,56693,56690,1
56817,56694,56690,1
56818,56695,56693,1
56819,56696,56693,1
56820,56697,56693,1
56821,56698,56693,1
56822,56699,56690,1
56823,56700,57186,1
56824,56701,57186,1
56825,56702,57186,1
56826,56703,56702,1
56827,56704,56702,1
56828,56705,57084,1
56829,56706,57085,1
56830,56707,56706,1
56831,56708,56706,1
56832,56709,56706,1
56833,56710,56706,1
56834,56711,56706,1
56835,56712,56706,1
56836,56713,56706,1
56837,56714,56706,1
56838,56715,56706,1
56839,56716,56706,1
56840,56717,56706,1
56841,56718,56587,1
56842,56719,56706,1
56843,56720,56706,1
56844,56721,56706,1
56845,56722,56706,1
56846,56723,54209,1
56847,56724,56450,1
56848,56725,56724,1
56849,56726,56724,1
56850,56727,56726,1
56851,56728,56450,1
56852,56729,57176,1
56853,56730,57111,1
56854,56731,56729,1
56855,56732,57079,1
56856,56733,57079,1
56857,56734,11728,1
56858,56735,56825,1
56859,56736,57085,1
56860,56737,59627,1
56861,56738,57085,1
56862,56739,57085,1
56863,56740,57085,1
56864,56741,56796,1
56865,56742,56796,1
56866,56743,56796,1
56867,56744,56796,1
56868,56745,56796,1
56869,56746,56796,1
56870,56747,56796,1
56871,56748,57266,1
56872,56749,56806,1
56873,56750,57084,1
56874,56751,56552,1
56875,56752,56552,1
56876,56753,56765,1
56877,56754,56753,1
56878,56755,57217,1
56879,56756,57238,1
56880,56757,56796,1
56881,56758,56796,1
56882,56759,56753,1
56883,56760,56758,1
56884,56761,56758,1
56885,56762,56761,1
56886,56763,56758,1
56887,56764,56806,1
56888,56765,57084,1
56889,56766,56765,1
56890,56767,57176,1
56891,56768,57133,1
56892,56769,56888,1
56893,56770,57085,1
56894,56771,57255,1
56895,56772,57255,1
56896,56773,57255,1
56897,56774,56913,1
56898,56775,57255,1
56899,56776,56606,1
56900,56777,56606,1
56902,56778,56759,1
56901,56778,56889,1
56903,56779,56771,1
56904,56780,56890,1
56905,56781,31740,1
56906,56782,35279,1
56907,56783,57186,1
56908,56784,57034,1
56909,56785,56791,1
56910,56786,56889,1
56911,56787,56889,1
56912,56788,56889,1
56913,56789,56889,1
56914,56790,56636,1
56915,56791,56544,1
56916,56792,56890,1
56917,56793,56729,1
56918,56794,56729,1
56919,56795,56817,1
56920,56796,57085,1
56921,56797,56801,1
56922,56798,56796,1
56923,56799,57085,1
56924,56800,56799,1
56925,56801,57034,1
56926,56802,57073,1
56927,56803,56889,1
56928,56804,56687,1
56929,56805,56771,1
56930,56806,56888,1
56931,56807,57176,1
56932,56808,56539,1
56933,56809,57044,1
56934,56810,57034,1
56935,56811,57176,1
56936,56812,56758,1
56937,56813,56812,1
56938,56814,57041,1
56939,56815,35279,1
56940,56816,56557,1
56941,56817,56481,1
56942,56818,56481,1
56943,56819,57085,1
56944,56820,56481,1
56945,56821,57084,1
56946,56822,57084,1
56947,56823,57084,1
56948,56824,57084,1
56949,56825,56796,1
56950,56826,56888,1
56951,56827,57131,1
56952,56828,56888,1
56953,56829,56888,1
56954,56830,56834,1
56955,56831,56830,1
56956,56832,56834,1
56957,56833,56834,1
56958,56834,57238,1
56959,56835,57238,1
56960,56836,57021,1
56961,56837,57238,1
56962,56838,57238,1
56963,56839,56529,1
56964,56840,56529,1
56965,56841,56529,1
56966,56842,57080,1
56967,56843,56888,1
56968,56844,56806,1
56969,56845,56899,1
56970,56846,57034,1
56971,56847,56796,1
56972,56848,39146,1
56973,56849,56806,1
56974,56850,57155,1
56975,56851,57314,1
56976,56852,56873,1
56977,56853,56455,1
56978,56854,56853,1
56979,56855,56853,1
56980,56856,56855,1
56981,56857,56455,1
56982,56858,56455,1
56983,56859,57255,1
56984,56860,57217,1
56985,56861,57084,1
56986,56862,56860,1
56987,56863,56861,1
56988,56864,56861,1
56989,56865,56861,1
56990,56866,57084,1
56991,56867,57085,1
56992,56868,56870,1
56993,56869,56870,1
56994,56870,56888,1
56995,56871,56870,1
56996,56872,56870,1
56997,56873,56687,1
56998,56874,56873,1
56999,56875,57186,1
57000,56876,56652,1
57001,56877,56813,1
57002,56878,57176,1
57003,56879,56771,1
57004,56880,57084,1
57005,56881,57041,1
57006,56882,56544,1
57007,56883,56751,1
57008,56884,56552,1
57009,56885,56884,1
57010,56886,56884,1
57011,56887,56765,1
57012,56888,11728,1
57013,56889,47291,1
57014,56890,57044,1
57015,56891,56888,1
57016,56892,56890,1
57017,56893,84038,1
57018,56894,56890,1
57019,56895,57012,1
57020,56896,57012,1
57021,56897,56888,1
57022,56898,83859,1
57023,56899,56888,1
57024,56900,56888,1
57025,56901,60693,1
57026,56902,57198,1
57027,56903,57285,1
57028,56904,35279,1
57029,56905,35279,1
57030,56906,57031,1
57031,56907,57054,1
57032,56908,56796,1
57033,56909,56801,1
57034,56910,56687,1
57035,56911,56924,1
57036,56912,56887,1
57038,56913,53956,1
57037,56913,57255,1
57039,56914,57238,1
57040,56915,56758,1
57041,56916,56806,1
57042,56917,56916,1
57043,56918,56916,1
57044,56919,56916,1
57045,56920,56916,1
57046,56921,56907,1
57047,56922,57034,1
57048,56923,56887,1
57049,56924,57176,1
57050,56925,57255,1
57051,56926,56592,1
57052,56927,57006,1
57053,56928,56927,1
57054,56929,56927,1
57055,56930,56927,1
57056,56931,56796,1
57057,56932,56927,1
57058,56933,56927,1
57059,56934,56927,1
57060,56935,56927,1
57061,56936,56927,1
57062,56937,56927,1
57063,56938,56927,1
57064,56939,56927,1
57065,56940,56927,1
57066,56941,56927,1
57067,56942,56927,1
57068,56943,56927,1
57069,56944,56927,1
57070,56945,56927,1
57071,56946,56927,1
57072,56947,56927,1
57073,56948,56927,1
57074,56949,56927,1
57075,56950,56927,1
57076,56951,56927,1
57077,56952,56927,1
57078,56953,56927,1
57079,56954,56927,1
57080,56955,56927,1
57081,56956,56927,1
57082,56957,56927,1
57083,56958,56927,1
57084,56959,56927,1
57085,56960,56927,1
57086,56961,56927,1
57087,56962,56927,1
57088,56963,56927,1
57089,56964,56927,1
57090,56965,56927,1
57091,56966,56927,1
57092,56967,56927,1
57093,56968,56927,1
57094,56969,56927,1
57095,56970,56927,1
57096,56971,56927,1
57097,56972,56927,1
57098,56973,56927,1
57099,56974,56927,1
57100,56975,56927,1
57101,56976,57238,1
57102,56977,56481,1
57103,56978,56481,1
57104,56979,56598,1
57105,56980,57186,1
57106,56981,57037,1
57107,56982,56825,1
57108,56983,57036,1
57109,56984,56541,1
57110,56985,57012,1
57111,56986,57012,1
57112,56987,56985,1
57113,56988,56987,1
57114,56989,56552,1
57115,56990,56989,1
57116,56991,57012,1
57117,56992,43286,1
57118,56993,56989,1
57119,56994,57217,1
57120,56995,57084,1
57121,56996,56995,1
57122,56997,57054,1
57123,56998,57238,1
57124,56999,56771,1
57125,57000,56796,1
57126,57001,57255,1
57127,57002,57255,1
57128,57003,57255,1
57129,57004,57255,1
57130,57005,56873,1
57131,57006,57255,1
57132,57007,57255,1
57133,57008,57261,1
57134,57009,57186,1
57135,57010,56758,1
57136,57011,56913,1
57137,57012,56888,1
57138,57013,57012,1
57139,57014,57012,1
57140,57015,57012,1
57141,57016,57012,1
57142,57017,57012,1
57143,57018,57012,1
57144,57019,57012,1
57145,57020,56873,1
57146,57021,57238,1
57147,57022,56592,1
57148,57023,57022,1
57149,57024,57022,1
57150,57025,57022,1
57151,57026,57022,1
57152,57027,56575,1
57153,57028,57255,1
57154,57029,57021,1
57155,57030,56913,1
57156,57031,57255,1
57157,57032,57031,1
57158,57033,57255,1
57159,57034,11728,1
57160,57035,57034,1
57161,57036,56801,1
57162,57037,56592,1
57163,57038,57041,1
57164,57039,57041,1
57165,57040,57041,1
57166,57041,57034,1
57167,57042,57034,1
57168,57043,57034,1
57169,57044,57034,1
57170,57045,57041,1
57171,57046,57041,1
57172,57047,57046,1
57173,57048,57046,1
57174,57049,57046,1
57175,57050,57046,1
57176,57051,57041,1
57177,57052,57041,1
57178,57053,57041,1
57179,57054,57041,1
57180,57055,57041,1
57181,57056,57041,1
57182,57057,57041,1
57183,57058,57057,1
57184,57059,57041,1
57185,57060,57059,1
57186,57061,57041,1
57187,57062,57041,1
57189,57063,56455,1
57188,57063,57266,1
57190,57064,57266,1
57191,57065,57154,1
57192,57066,56597,1
57193,57067,56455,1
57194,57068,57176,1
57195,57069,56687,1
57196,57070,56481,1
57197,57071,56481,1
57198,57072,56888,1
57199,57073,56614,1
57200,57074,57073,1
57201,57075,57073,1
57202,57076,56796,1
57203,57077,57084,1
57204,57078,56481,1
57205,57079,56887,1
57206,57080,57255,1
57207,57081,56544,1
57208,57082,57081,1
57209,57083,56889,1
57210,57084,11728,1
57211,57085,11728,1
57212,57086,56687,1
57213,57087,57085,1
57214,57088,57079,1
57215,57089,57085,1
57216,57090,56481,1
57217,57091,56481,1
57218,57092,56888,1
57219,57093,56591,1
57220,57094,56614,1
57221,57095,57094,1
57222,57096,56801,1
57223,57097,57096,1
57224,57098,57096,1
57225,57099,57096,1
57226,57100,57096,1
57227,57101,57096,1
57228,57102,57096,1
57229,57103,57102,1
57230,57104,57102,1
57231,57105,56481,1
57232,57106,56481,1
57233,57107,57096,1
57234,57108,57106,1
57235,57109,57106,1
57236,57110,57094,1
57237,57111,30697,1
57238,57112,56481,1
57239,57113,57176,1
57240,57114,57157,1
57241,57115,57114,1
57242,57116,57114,1
57243,57117,57114,1
57244,57118,56481,1
57245,57119,57114,1
57246,57120,57119,1
57247,57121,57238,1
57248,57122,56481,1
57249,57123,57122,1
57250,57124,57122,1
57251,57125,57122,1
57252,57126,57122,1
57253,57127,56481,1
57254,57128,57127,1
57255,57129,56481,1
57256,57130,56888,1
57257,57131,56575,1
57258,57132,56552,1
57259,57133,56796,1
57260,57134,57133,1
57261,57135,57133,1
57262,57136,57133,1
57263,57137,57133,1
57264,57138,57006,1
57265,57139,57122,1
57266,57140,57270,1
57267,57141,56913,1
57268,57142,56481,1
57269,57143,57142,1
57270,57144,57142,1
57271,57145,57142,1
57272,57146,57142,1
57273,57147,57114,1
57274,57148,57147,1
57275,57149,57147,1
57276,57150,57186,1
57277,57151,57314,1
57278,57152,57314,1
57279,57153,57238,1
57280,57154,57186,1
57281,57155,56606,1
57282,57156,56481,1
57283,57157,56481,1
57284,57158,57255,1
57285,57159,57238,1
57286,57160,57238,1
57287,57161,56481,1
57288,57162,56888,1
57289,57163,57084,1
57290,57164,57163,1
57291,57165,57163,1
57292,57166,57163,1
57293,57167,57163,1
57294,57168,57163,1
57295,57169,57163,1
57296,57170,57163,1
57297,57171,57163,1
57298,57172,57163,1
57299,57173,56889,1
57300,57174,56889,1
57301,57175,56889,1
57302,57176,57255,1
57303,57177,56989,1
57304,57178,56614,1
57305,57179,57178,1
57306,57180,57178,1
57307,57181,57111,1
57308,57182,57238,1
57309,57183,56825,1
57310,57184,57036,1
57311,57185,57037,1
57312,57186,56481,1
57313,57187,57084,1
57314,57188,57084,1
57315,57189,56796,1
57316,57190,57041,1
57317,57191,56889,1
57318,57192,57175,1
57319,57193,56889,1
57320,57194,57195,1
57321,57195,56455,1
57322,57196,57195,1
57323,57197,57041,1
57324,57198,57238,1
57325,57199,57198,1
57326,57200,56880,1
57327,57201,35279,1
57328,57202,57200,1
57329,57203,57200,1
57330,57204,57203,1
57331,57205,57204,1
57332,57206,57204,1
57333,57207,57204,1
57334,57208,57203,1
57335,57209,57200,1
57336,57210,57209,1
57337,57211,29342,1
57338,57212,56796,1
57339,57213,57212,1
57340,57214,57212,1
57341,57215,57212,1
57342,57216,57034,1
57343,57217,56552,1
57344,57218,56481,1
57345,57219,57238,1
57346,57220,57219,1
57347,57221,56652,1
57348,57222,57176,1
57349,57223,57176,1
57350,57224,57223,1
57351,57225,56636,1
57352,57226,57225,1
57353,57227,57225,1
57354,57228,57186,1
57355,57229,57085,1
57356,57230,56466,1
57357,57231,56884,1
57358,57232,56753,1
57359,57233,56544,1
57360,57234,57233,1
57361,57235,57233,1
57362,57236,57084,1
57363,57237,57236,1
57364,57238,57034,1
57365,57239,57238,1
57366,57240,56636,1
57367,57241,57063,1
57368,57242,57241,1
57369,57243,57241,1
57370,57244,57241,1
57371,57245,57241,1
57372,57246,57241,1
57373,57247,57241,1
57374,57248,56455,1
57375,57249,56455,1
57376,57250,56796,1
57377,57251,57250,1
57378,57252,57251,1
57379,57253,57251,1
57380,57254,57251,1
57381,57255,56796,1
57382,57256,57255,1
57383,57257,56636,1
57384,57258,57255,1
57385,57259,57255,1
57386,57260,57255,1
57387,57261,57255,1
57388,57262,56899,1
57389,57263,57262,1
57390,57264,57262,1
57391,57265,56687,1
57392,57266,56796,1
57393,57267,57266,1
57394,57268,57073,1
57395,57269,57008,1
57396,57270,57261,1
57397,57271,56539,1
57398,57272,57034,1
57399,57273,57041,1
57400,57274,57273,1
57401,57275,56913,1
57402,57276,56873,1
57403,57277,57142,1
57404,57278,56766,1
57405,57279,56806,1
57406,57280,56873,1
57407,57281,56796,1
57408,57282,57007,1
57409,57283,56690,1
57410,57284,57112,1
57411,57285,56888,1
57412,57286,56888,1
57413,57287,57286,1
57414,57288,57286,1
57415,57289,56888,1
57416,57290,57289,1
57417,57291,57289,1
57418,57292,57012,1
57419,57293,57012,1
57420,57294,57293,1
57421,57295,57012,1
57422,57296,57292,1
57423,57297,57296,1
57424,57298,57292,1
57425,57299,57292,1
57426,57300,57292,1
57427,57301,57217,1
57428,57302,56796,1
57429,57303,56825,1
57430,57304,57085,1
57431,57305,56796,1
57432,57306,57305,1
57433,57307,56805,1
57434,57308,11728,1
57435,57309,56796,1
57436,57310,56481,1
57437,57311,56778,1
57438,57312,56778,1
57439,57313,57186,1
57440,57314,57255,1
57441,57315,57314,1
57442,57316,56592,1
57443,57317,56592,1
57444,57318,57084,1
57445,57319,57084,1
57446,57320,57319,1
57447,57321,57319,1
57448,57322,57319,1
57449,57323,57319,1
57450,57324,57319,1
57451,57325,57319,1
57452,57326,57319,1
57453,57327,57319,1
57454,57328,57319,1
57455,57329,57319,1
57456,57330,57319,1
57457,57331,57319,1
57458,57332,56796,1
57459,57333,56538,1
57460,57334,57333,1
57461,57335,57333,1
57462,57336,57335,1
57463,57337,57335,1
57464,57338,56614,1
57465,57339,56614,1
57466,57340,56538,1
57467,57341,56538,1
57468,57342,56538,1
57469,57343,56538,1
57470,57344,56796,1
57471,57345,56614,1
57472,57346,56614,1
57473,57347,56538,1
57474,57348,56635,1
57475,57349,56635,1
57476,57350,56587,1
57477,57350,56612,1
57478,57351,56587,1
57479,57351,56612,1
57480,57352,56587,1
57481,57352,56612,1
57482,57353,59965,1
57483,57354,56652,1
57484,57355,57354,1
57485,57356,57354,1
57486,57357,57354,1
57487,57358,56652,1
57488,57359,56796,1
57489,57360,57358,1
57490,57361,57350,1
57491,57362,56652,1
57492,57363,56796,1
57493,57364,56796,1
57494,57365,56796,1
57495,57366,56612,1
57496,57367,56796,1
57497,57368,60517,1
57498,57369,56652,1
57499,57370,56652,1
57500,57371,57370,1
57501,57372,57362,1
57502,57373,56612,1
57503,57374,57241,1
57504,57375,57350,1
57505,57376,56612,1
57506,57377,56612,1
57507,57378,56796,1
57508,57379,57357,1
57509,57380,57350,1
57510,57381,56612,1
57511,57381,57096,1
57512,57382,57358,1
57514,57383,57096,1
57513,57383,57350,1
57515,57384,56612,1
57516,57384,57096,1
57517,57385,57241,1
57518,57386,56612,1
57519,57387,56612,1
57520,57387,57096,1
57521,57388,56612,1
57522,57389,57241,1
57523,57390,57241,1
57524,57391,57241,1
57525,57392,57241,1
57526,57393,57241,1
57527,57394,56717,1
57528,57395,57358,1
57530,57396,57096,1
57529,57396,57350,1
57531,57397,60177,1
57532,57398,60177,1
57533,57399,56796,1
57534,57400,60177,1
57535,57401,56587,1
57536,57402,56652,1
57537,57403,60177,1
57538,57404,60177,1
57539,57405,60177,1
57540,57406,57350,1
57541,57407,56796,1
57542,57408,60177,1
57543,57409,56612,1
57544,57410,56481,1
57545,57410,59632,1
57546,57411,60177,1
57547,57412,56796,1
57548,57413,56497,1
57549,57414,57369,1
57551,57415,57096,1
57550,57415,57350,1
57552,57416,56612,1
57553,57417,56796,1
57554,57418,56796,1
57555,57419,60517,1
57556,57420,57357,1
57557,57421,57350,1
57558,57422,56612,1
57559,57423,56796,1
57560,57424,57362,1
57561,57425,57350,1
57562,57426,56612,1
57563,57427,57358,1
57564,57428,57350,1
57565,57429,57362,1
57566,57430,57350,1
57567,57431,57358,1
57568,57432,57350,1
57569,57433,56612,1
57570,57434,59616,1
57571,57435,56652,1
57572,57436,57350,1
57573,57437,60177,1
57574,57438,60177,1
57575,57439,57358,1
57576,57440,57350,1
57577,57441,60177,1
57578,57442,56652,1
57579,57443,57350,1
57580,57444,56612,1
57581,57445,57358,1
57582,57446,57350,1
57583,57447,57369,1
57584,57448,56612,1
57585,57448,57096,1
57586,57449,60177,1
57587,57450,56612,1
57588,57451,57350,1
57589,57452,56612,1
57590,57453,56612,1
57591,57454,56612,1
57592,57454,57096,1
57593,57455,56612,1
57594,57456,59616,1
57595,57457,59756,1
57596,57457,60567,1
57597,57458,56796,1
57598,57459,57362,1
57599,57460,57459,1
57600,57461,56796,1
57601,57462,57350,1
57602,57463,57157,1
57603,57464,56612,1
57604,57465,57195,1
57605,57466,56612,1
57606,57466,57096,1
57607,57467,57195,1
57608,57468,57195,1
57609,57469,57195,1
57610,57470,57195,1
57611,57471,57195,1
57612,57472,56612,1
57613,57473,56622,1
57614,57474,56612,1
57615,57475,56612,1
57616,57475,57096,1
57617,57476,56612,1
57618,57477,56612,1
57619,57478,56612,1
57620,57479,56612,1
57621,57480,56612,1
57622,57480,57096,1
57623,57481,56612,1
57624,57482,56612,1
57625,57483,56612,1
57626,57484,56612,1
57627,57485,27270,1
57628,57486,56612,1
57629,57487,56612,1
57630,57488,57195,1
57631,57489,57195,1
57632,57490,56612,1
57633,57491,60177,1
57634,57492,60177,1
57635,57493,57350,1
57636,57494,56612,1
57637,57495,56612,1
57638,57495,57096,1
57639,57496,57086,1
57640,57497,60517,1
57641,57498,56796,1
57642,57499,57369,1
57643,57500,56612,1
57644,57500,57096,1
57645,57501,57350,1
57646,57502,56612,1
57647,57503,56612,1
57648,57504,56612,1
57649,57504,57096,1
57650,57505,56612,1
57651,57506,59616,1
57652,57507,56652,1
57653,57508,57358,1
57654,57509,57350,1
57655,57510,57358,1
57656,57511,56612,1
57657,57512,56612,1
57658,57513,57350,1
57659,57514,56612,1
57660,57515,56796,1
57661,57516,60179,1
57662,57517,57371,1
57663,57518,57350,1
57664,57519,57358,1
57665,57520,56612,1
57666,57521,57350,1
57667,57522,57371,1
57668,57523,57350,1
57669,57524,57371,1
57670,57525,57371,1
57671,57526,57350,1
57672,57527,56612,1
57673,57528,57371,1
57674,57529,57350,1
57675,57530,56612,1
57676,57531,57371,1
57677,57532,57350,1
57678,57533,57371,1
57679,57534,57350,1
57680,57535,56612,1
57681,57535,57096,1
57682,57536,57332,1
57683,57537,60517,1
57684,57538,56612,1
57685,57539,56612,1
57686,57540,56612,1
57687,57541,57370,1
57688,57542,56612,1
57689,57542,57096,1
57690,57543,57195,1
57691,57544,56612,1
57692,57545,56612,1
57693,57546,56612,1
57694,57547,56612,1
57695,57548,56612,1
57696,57549,56612,1
57697,57550,56612,1
57698,57551,56612,1
57699,57552,56612,1
57700,57553,56612,1
57701,57553,57096,1
57702,57554,56612,1
57703,57555,57350,1
57704,57556,56612,1
57705,57557,57241,1
57706,57558,56612,1
57707,57559,56612,1
57708,57560,56612,1
57709,57561,56612,1
57710,57562,57241,1
57711,57563,56612,1
57712,57564,56612,1
57713,57564,57096,1
57714,57565,56612,1
57715,57566,56612,1
57716,57567,56612,1
57717,57568,56612,1
57718,57568,57096,1
57719,57569,56612,1
57720,57570,60177,1
57721,57571,60177,1
57722,57572,59616,1
57723,57573,59616,1
57724,57574,53995,1
57725,57575,59616,1
57726,57576,59616,1
57727,57577,60177,1
57728,57578,60177,1
57729,57579,60177,1
57730,57580,60177,1
57731,57581,60177,1
57732,57582,60177,1
57733,57583,59616,1
57734,57584,60177,1
57735,57585,59616,1
57736,57586,60177,1
57737,57587,56652,1
57738,57588,57350,1
57739,57589,56612,1
57740,57589,57096,1
57741,57590,56612,1
57742,57591,60177,1
57743,57592,60177,1
57744,57593,56652,1
57745,57594,57350,1
57746,57595,56652,1
57747,57596,57350,1
57748,57597,56612,1
57749,57598,60177,1
57750,57599,56638,1
57751,57600,56612,1
57752,57601,60177,1
57753,57602,60177,1
57754,57603,60177,1
57755,57604,56652,1
57756,57605,57350,1
57757,57606,56612,1
57758,57606,57096,1
57759,57607,60177,1
57760,57608,57086,1
57761,57609,57086,1
57762,57610,60177,1
57763,57611,56652,1
57764,57612,56587,1
57765,57612,57096,1
57766,57613,60177,1
57767,57614,60177,1
57768,57615,56652,1
57769,57616,57350,1
57770,57617,60177,1
57771,57618,56652,1
57772,57619,57350,1
57773,57620,57354,1
57774,57621,56796,1
57775,57622,57241,1
57776,57623,57350,1
57777,57624,57241,1
57778,57625,56612,1
57779,57626,56612,1
57780,57627,56796,1
57781,57628,56796,1
57782,57629,57354,1
57783,57630,56587,1
57784,57631,57358,1
57785,57632,57350,1
57786,57633,56612,1
57787,57633,57096,1
57788,57634,57358,1
57789,57635,57350,1
57790,57636,56796,1
57791,57637,56796,1
57792,57638,60517,1
57793,57639,60517,1
57794,57640,57355,1
57795,57641,60177,1
57796,57642,57350,1
57797,57643,56612,1
57798,57643,57096,1
57799,57644,56612,1
57800,57644,57096,1
57801,57645,57241,1
57802,57646,57358,1
57804,57647,57096,1
57803,57647,57350,1
57805,57648,60177,1
57806,57649,56652,1
57807,57650,57350,1
57808,57651,57358,1
57809,57652,57350,1
57810,57653,60177,1
57811,57654,57355,1
57812,57655,59616,1
57813,57656,60177,1
57814,57657,59616,1
57816,57658,57096,1
57815,57658,57350,1
57817,57659,56612,1
57818,57659,57096,1
57819,57660,56612,1
57820,57660,57096,1
57821,57661,56612,1
57822,57661,57096,1
57823,57662,59756,1
57824,57663,57355,1
57825,57664,57350,1
57826,57665,56612,1
57827,57665,57096,1
57828,57666,56612,1
57829,57667,56612,1
57830,57667,57096,1
57831,57668,56612,1
57832,57669,57354,1
57833,57670,57354,1
